,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Bagrada_Bug,0.3909943,0.053154945,0.5186403,0.08743295,0.0822744,-0.20286952,0.1253798,-0.0957805,-0.04060468,0.11832404,0.031934492,0.28273425,-0.067776926,-0.2975738,-0.09792858,0.53681993,0.19185774,0.219414,-0.1715163,0.04037055,-0.124136105,0.5849595,0.40672478,-0.12503314,-0.43032655,0.5884707,-0.29436928,-0.031223224,0.32501218,-0.36847737,-0.23703815,0.13466927,0.049262073,0.020792529,-0.28289515,-0.4363035,0.40573868,0.08289885,0.038830236,0.22589202,0.13833143,0.27804822,-0.25089425,-0.53886914,0.06622573,-0.17959681,-0.24263555,-0.035767265,0.47736654,0.119130276,0.11263277,0.1123823,0.071469866,0.15953054,0.18042046,0.28267938,0.29885468,-0.56644934,-0.4165368,0.27184358,-0.20734008,-0.13214462,-0.24184558,-0.03610943
parasitoid_telur,0.521752,-0.102972366,0.6371483,-0.01038823,-0.06328207,-0.309512,0.072338894,0.2809065,0.0018091964,0.428106,0.21224862,0.21177502,0.058892805,-0.36166576,-0.14590308,0.73782945,0.19240375,-0.17520729,0.050471067,0.27432883,-0.058026604,0.6543777,0.48931575,0.26848364,-0.43381372,0.3643196,-0.4097537,0.19685413,0.28103715,-0.27561137,-0.020440923,0.091570415,0.038961694,0.18016519,-0.34018,-0.5258684,0.37097168,-0.16603714,0.32033944,0.2006159,-0.121815994,0.30408606,0.21659088,-0.69367397,-0.29699883,-0.26153916,-0.0025880083,-0.022735706,-0.015904492,-0.12461951,-0.2552837,0.02311152,0.016365211,0.4506493,0.12854497,0.18174662,-0.10353455,-0.057250723,-0.2540915,0.09469235,0.031142656,-0.29676548,-0.013712449,-0.2043101
Downy_Mildew_of_Maize,0.62090796,0.058858175,-0.020811008,0.52813095,0.5382852,-0.33244273,0.05495301,0.22119537,-0.20596893,0.034672648,-0.13902712,-0.25477195,-0.03466468,0.18107563,-0.06309171,0.41443318,-0.005512441,-0.1639138,-0.023914354,0.47821242,0.17551824,0.46093816,-0.14011587,-0.083241396,0.12422463,0.21117431,-0.34184614,0.1313652,0.091505155,-0.39203197,0.09629367,-0.1710848,-0.41312614,0.18971,0.051095396,-0.70869315,-0.009665816,0.055078927,0.10317508,-0.04241155,-0.07796518,0.26586482,-0.14297283,-0.15656553,0.10622927,0.03429984,-0.60845816,-0.20638391,0.24900863,0.10768009,0.06472954,-0.19343443,0.13398246,0.40943414,0.5304648,0.2772988,0.3732203,0.10467074,-0.5157868,-0.05322094,-0.13762079,0.112789914,-0.39546406,0.14930351
peronosclerospora_sorghi,0.6819611,0.304191,-0.06464985,0.14558412,0.55330527,-0.23768234,0.06089263,0.6957151,-0.35971916,-0.09883072,-0.016541468,0.046257395,-0.12950301,0.25395447,0.023430172,0.18940745,-0.28409114,-0.18995276,0.09002488,0.16757447,0.45134935,0.3958035,0.032750808,-0.11674626,-0.041333336,0.247792,-0.4202193,-0.14237806,0.01281235,-0.4407802,0.13516204,-0.124879174,-0.46751016,0.4442189,0.056459807,-0.60435873,-0.07940498,0.071318455,0.0042322692,0.09238768,-0.22560029,0.34646353,0.14221586,-0.39592174,0.17483236,-0.06989573,-0.468935,-0.3740162,0.49064127,0.20800664,-0.20483643,-0.48287764,-0.046226617,0.40718493,0.55300343,0.267308,0.3398091,0.0045717745,-0.6070581,-0.03021353,-0.14667305,0.32759914,-0.16468605,0.14669335
cabut_tanaman_terinfeksi,0.4520001,-0.22877812,0.06971449,0.02823474,0.28496665,-0.3870761,0.08435449,0.0022035341,-0.5461243,-0.03320343,0.24037087,0.06661766,-0.23302402,0.028793864,0.19385643,0.40007907,-0.23894432,-0.3178448,-0.19037554,0.12287956,0.10460503,0.503815,0.16980605,-0.3705857,0.22576246,0.12237635,-0.19393554,-0.081025906,0.14938587,-0.09087088,-0.003956363,-0.06018617,-0.39076635,-0.24549246,0.008585468,-0.1695039,0.26365966,0.036802083,0.16830672,-0.05441255,0.03564277,0.27369606,0.19472949,-0.5615615,0.18120123,-0.1878402,-0.45620117,-0.09047976,0.20281254,0.2601482,0.109459676,-0.2880652,0.093413614,0.20555772,0.35011116,0.24512957,0.38102967,0.20073794,-0.38742504,0.008184477,-0.39667642,-0.21130802,-0.13199423,0.15339991
Helicoverpa_Caterpillar,0.3460072,-0.36070177,0.36940858,0.06153652,-0.25616226,-0.34145164,-0.086336054,-0.17285737,-0.06636422,0.17598782,0.47145548,0.27491722,-0.118650235,0.11845581,-0.12305485,0.4478863,-0.12939814,0.15383588,-0.022684235,0.42407215,0.29413602,0.6007137,0.5696559,-0.12672831,0.15526874,0.3986574,-0.03793204,-0.19340378,-0.07971641,-0.08017616,-0.3405134,0.055517357,-0.16639253,-0.15895101,0.017377842,-0.82097584,-0.22749859,0.09951663,-0.21984835,-0.020920007,-0.07842192,0.16916662,-0.07170931,-0.54539156,0.14456429,0.06628262,-0.026552679,-0.122662656,0.089423105,-0.07177565,0.14025871,-0.34169063,0.18774715,0.016733164,0.45522726,0.2883988,0.41307795,0.08279407,0.14912827,0.14658915,-0.097071916,0.10870355,-0.39240494,-0.12487925
serangga,0.36650717,-0.07894421,0.36907542,0.17982975,-0.06512581,-0.2654114,0.11982128,-0.047363006,-0.34471208,0.15334876,0.4155401,0.046406668,-0.060586657,0.004493453,-0.14548172,0.35410908,0.010775339,0.075974114,-0.05024246,0.58455604,0.18273911,0.20584406,0.5340999,-0.19807841,-0.004954794,0.38199565,0.013650112,-0.118375994,0.12421129,-0.176304,-0.11072559,0.2174349,0.21250874,0.13764377,-0.23047538,-0.5911146,0.27936667,-0.27584857,0.15403432,0.090574525,-0.13351879,0.24181378,-0.06433957,-0.4476438,0.19829123,0.008991683,-0.13353282,0.070729166,0.23185125,-9.8404525e-05,-0.08393093,-0.011626991,0.08814937,0.4532039,0.2627567,0.33100775,0.10135022,0.09494619,-0.15547508,0.13990137,0.01365059,-0.21084788,-0.12760352,-0.20139843
Northern_Leaf_Spot_of_Maize,0.42907965,-0.48617074,0.56975657,0.041091073,0.61885583,0.03516543,0.09177863,0.52461636,-0.083005376,0.025386464,0.14986286,0.045722138,-0.4336232,0.26171482,-0.21825407,0.7789816,0.07239671,0.1216838,-0.1556103,0.60441357,0.3183003,0.15425545,0.238546,-0.15002137,0.29972318,-0.0041465866,-0.035214327,-0.06419059,0.03873209,-0.3385722,-0.07762525,0.002921988,-0.068542905,-0.42976752,0.13447845,-0.31179008,0.25150296,0.09801207,-0.0011331034,0.20263653,-0.03647376,-0.07574847,0.1786343,-0.22590844,-0.036169395,-0.042108994,-0.4961603,0.0782224,0.12129405,-0.07280045,-0.1394957,-0.24871491,-0.05690593,0.4693244,0.23017536,0.2494804,0.47947705,-0.14536647,-0.34407783,0.31781942,-0.1043691,0.15588693,-0.075820975,0.14396945
rotasi_tanaman,0.38237828,-0.013772873,0.16503051,0.18384442,0.39593074,-0.51968086,0.17980802,0.002976833,-0.38989705,0.12945445,0.15094534,0.056493867,-0.2581318,0.21757348,0.10002113,0.3227322,-0.06689038,-0.10163588,-0.12213824,0.5677501,0.10254165,0.23060323,0.4594996,-0.33133733,-0.020815257,0.38719875,-0.08369063,-0.1631599,0.12895045,0.014522552,-0.19834745,0.10216698,-0.14200702,-0.25454795,-0.1491157,-0.3029414,0.4764761,0.04395961,-0.21649855,0.2584376,0.08743334,0.38646278,-0.10034763,-0.2084494,0.2966472,-0.11531351,-0.1539057,-0.06052892,0.28038135,0.2687873,-0.095822535,-0.08850223,-0.39398524,0.49388295,0.40356532,0.28468573,0.23948836,0.19687933,-0.27180478,0.02353367,-0.18865177,0.31601512,-0.028874144,-0.17965348
Sooty_Mold,0.66121906,-0.45106068,0.3286259,-0.024149733,0.10097255,-0.1512169,-0.3772926,0.35567066,-0.34560844,-0.042071145,0.72551787,0.081009455,-0.23553608,0.1900997,0.21301791,0.50992507,-0.013457166,0.53953063,0.050694644,0.43616578,-0.20283806,0.30748227,-0.19909398,-0.13570368,0.3602194,0.51676476,-0.09002801,0.27928123,0.13455395,-0.15638147,0.155682,-0.52147555,0.11791512,0.007356228,0.014500775,-0.45617002,0.020062268,-0.047634784,0.4162634,0.00021562887,0.057818282,-0.12681127,-0.26028293,-0.32919332,0.05831994,-0.31963122,-0.045685247,0.110618725,0.123229355,0.44519684,-0.0892978,-0.0067949616,-0.010653353,0.4003227,0.6093305,0.04896841,0.47845295,0.022076901,0.04763326,0.005333807,-0.497369,0.40315604,0.008114809,-0.15553696
gugur_daun,0.3986378,-0.5395146,0.30999687,-0.17013519,0.03318242,-0.06611585,-0.44628915,0.19768842,-0.31802863,-0.058024913,0.61325777,-0.16933207,0.025983676,0.3110418,0.048702635,0.47148192,-0.21200186,0.3222295,-0.16756901,0.36653435,0.13961348,0.12494167,0.43096256,-0.27579623,-0.11220117,0.48660678,-0.04773372,-0.066448055,0.21519315,-0.42901644,0.16483995,-0.040661532,0.09904424,0.09488963,0.099211544,-0.7227706,-0.07225405,-0.20512415,0.39144915,0.48035246,0.35755652,0.055133738,-0.23517308,-0.29493904,-0.17632,0.061953995,0.3004929,0.071218506,0.016891368,0.40796435,-0.027649041,-0.106474236,0.39497772,0.30725408,0.5506156,0.21561639,0.26825944,0.016077273,0.08632591,0.055410985,-0.54165596,0.09113946,-0.014379336,-0.061863713
dipengaruhiOleh,0.03740223,0.1786013,0.5721692,0.35227305,0.4609144,0.5421978,-1.0180099,-0.37337106,0.023057282,0.000928355,-0.18759146,-0.6382217,-0.8720073,-1.0120838,0.67488366,0.6496399,0.74452823,-0.025780085,0.70847607,0.14245553,0.7019909,-0.16692258,-0.053103335,-0.008834805,0.11758102,-0.04631273,0.087947756,0.7088558,-0.47084084,0.18585642,-0.3453359,-0.100717776,-0.11800913,-0.04574669,-0.528416,-0.66605765,0.26849428,-0.6025653,0.033368047,-0.07698407,0.56173664,0.0070523117,-0.44154185,-0.2045824,0.16349487,-0.2722526,0.0424028,-0.73948646,-0.2564684,-0.27096385,0.21206653,-0.36724895,0.53060913,-0.31037104,0.6061265,0.046882033,-0.09197347,-0.18607019,-0.12764373,0.03516498,-0.4037269,0.11964772,0.46449262,-0.32223332
FaktorLingkungan,0.21201774,0.4081764,0.56793857,0.2776339,0.49654353,0.7085044,-0.84930426,-0.4668336,0.047235776,0.029471414,-0.19022025,-0.7149357,-0.9377492,-0.916104,0.55535567,0.56625456,0.67077553,0.090132274,0.8762606,0.115914315,0.7851708,-0.17087072,-0.0891047,0.22327039,0.11223672,0.021570263,-0.13166212,0.70200896,-0.5815322,0.019635614,-0.34428728,-0.18218753,-0.19384342,-0.03945696,-0.39934745,-0.69267565,0.16499361,-0.7744992,-0.06529046,-0.07512904,0.4321372,0.22288524,-0.51096237,-0.09495726,0.09816726,-0.1393881,0.017941015,-1.0063564,-0.15518467,-0.23257418,0.39786366,-0.2933741,0.5614962,-0.012836655,0.8316235,0.01812516,-0.062020287,-0.36108798,-0.21606033,0.15156183,-0.24272901,0.006638076,0.5749683,-0.18526714
Nitrogen Deficiency,-0.034089487,-0.3087351,0.5975184,0.15120532,0.3923177,0.0104440125,0.019982606,-0.50708985,0.0020537092,-0.112070665,0.22856732,0.12223042,-0.30889755,0.3126752,-0.10572127,0.44871676,0.029204957,0.1580747,-0.056770835,0.23252407,0.19477132,0.5524386,0.29541782,-0.22287463,0.38946626,0.41129905,-0.21973571,-0.2241029,0.24567261,-0.13945971,0.44032738,-0.2391545,0.014467807,0.35266596,-0.006785745,-0.42255512,0.052850533,0.2578345,0.13148563,-0.026432376,-0.0188517,0.3536657,0.46573895,-0.23227726,-0.060508527,-0.9337776,-0.22257698,-0.19006316,0.47894248,0.12849064,0.2647916,-0.042867877,-0.26091382,-0.08940027,0.57859427,-0.31047526,0.35145485,-0.24977855,-0.36731443,-0.101140685,0.0014162699,-0.197269,0.041994706,-0.43438432
Sugarcane_Pyrilla,0.7136271,-0.23773815,0.13097715,0.18908426,-0.14703701,-0.38269994,0.0859959,-0.19544257,0.07965745,0.084952794,0.42239815,0.08129557,-0.3503187,0.012794999,0.07169205,0.54975563,0.18849532,-0.17990397,-0.084920116,0.31330758,0.25007662,0.37945637,0.56179833,0.47197312,0.06739114,0.30509654,-0.46191743,-0.010254013,0.4199784,-0.24364576,0.040377587,0.035410717,-0.12534747,0.10350191,-0.43177876,-0.32714328,0.0317561,-0.12767687,0.26159996,0.12824859,-0.38261655,0.24542844,0.46887287,-0.5340127,0.030988224,-0.15084307,-0.18174453,-0.113992766,0.05989281,-0.026976183,-0.060282875,0.26228848,0.061350655,0.5240059,0.34446865,0.35557207,0.010712689,-0.17248014,-0.19551171,-0.006185683,-0.3110899,-0.0020599386,0.13971123,-0.14647289
Fall_Armyworm,0.60312796,-0.5413479,0.47436747,-0.11537446,-0.11910564,0.00619553,-0.15115261,-0.33556506,-0.27245066,0.12472442,0.48674202,0.14079037,-0.3991591,0.31347418,-0.09650527,0.4076325,-0.030392502,-0.114630476,-0.2891504,0.3746776,0.38063422,0.48052657,0.21539791,-0.15631694,-0.110695034,0.26138163,0.07890923,-0.06404397,0.009672368,-0.31632245,-0.3518532,-0.29463786,-0.10814837,0.19344395,0.06653783,-0.5255361,0.11986949,-0.20072964,0.05274057,0.28230178,0.16244535,0.18244427,-0.14187504,-0.3695354,0.06304282,0.13282329,0.123606406,0.25130445,0.39247978,0.098929584,0.33274502,-0.13647121,0.1344835,0.3432884,0.5983614,0.39805955,-0.0058391984,0.073971346,0.029362055,0.07116076,-0.0798013,-0.15431559,-0.19393262,0.032298956
chlorpyrifos,0.5002617,-0.04536771,0.46960106,0.248055,-0.31590596,-0.19517726,0.04741923,-0.09721149,-0.1288711,-0.007921381,0.3523985,0.060435303,-0.1130867,0.04438908,-0.13430607,0.13784325,-0.10826444,0.18403733,-0.22296953,0.66120833,0.39507827,0.4705878,0.31894913,-0.106371984,0.0048350473,0.32377008,-0.10455975,-0.0486215,0.1228495,-0.20378928,0.12268332,0.027043,0.08435667,-0.027672967,-0.10258454,-0.8827962,0.040379323,-0.14586,0.24270104,0.15334721,-0.0940072,0.03583014,0.1380957,-0.4597553,0.001878598,-0.14012992,0.0027278813,0.16902982,0.23191743,-0.03682501,-0.038134795,-0.09979102,0.5308965,0.52042675,0.21469781,0.40907535,-0.10880486,-0.07907009,-0.043535944,0.01025582,-0.06260992,-0.22283301,-0.0023978394,-0.19305818
na61ff444636d4a939718f3d4b2f8028ab6,-0.0226403,-0.10430428,0.23592721,0.039957136,0.40425956,0.110610105,-0.45466444,-0.49855363,-0.15994783,-0.6135659,0.4927548,-0.49821255,-0.05478514,-0.37323502,0.25324854,0.67862153,-0.06831164,-0.31027123,0.42274594,0.23881122,0.27949092,-0.20853803,-0.40840507,0.26787913,-0.26242682,-0.05065561,-0.2259115,0.24588034,0.12560363,0.6747055,-0.4612416,0.56442237,0.13868625,0.18881167,-0.5690366,-0.24707161,0.21611066,0.09771382,0.18205297,-0.19600233,0.20673965,-0.05629635,-0.1613722,0.027146103,0.25841522,0.0011038979,-0.064440556,-0.75826514,-0.04470098,-0.3056756,0.34472668,-0.7939803,0.47202325,0.1341686,0.34763816,-0.41862673,-0.11621187,0.4256223,-0.036969397,0.25197932,0.3693829,0.1430795,0.3193538,-0.36466324
Hama,-0.04809804,0.4342086,0.25523472,0.07763282,0.3721915,0.23824376,-0.55283153,-0.28841114,-0.28665996,-0.2639833,0.5033608,-0.16937885,-0.4142112,-0.040156107,0.194122,0.50189066,0.036925763,-0.4035754,0.545515,-0.094530605,0.2874265,-0.33533117,0.045427784,0.2684099,-0.23378742,-0.09314177,-0.1407241,-0.0280348,0.14054693,0.58676636,-0.4608161,-0.24853174,-0.09405222,0.12557742,-0.3384706,-0.3378057,0.38342595,0.04150737,-0.076523446,0.08386789,0.054872453,-0.17737578,-0.16495737,-0.2345123,0.18686457,-0.32971156,-0.0062287413,-0.8079057,-0.063783735,-0.49191105,0.023145283,-0.82834834,0.6072133,-0.038136072,0.26368868,-0.48096934,-0.31467736,-0.027689451,0.028142005,0.26416275,-0.21197577,0.28180152,0.25507322,-0.26671383
na61ff444636d4a939718f3d4b2f8028ab32,0.18179147,0.5899466,0.017401319,-0.3249204,-0.048797354,-0.11384964,-0.12552081,-0.5943195,-0.052694872,-0.7751397,0.21897589,-0.7687179,-0.37362498,-0.38104942,-0.101583995,-0.020000378,0.11085019,-0.42312315,0.14835349,0.43735406,0.15141681,0.11171417,-0.41335168,0.14069495,0.09685054,0.34994996,-0.25810626,0.22825871,-0.096446335,-0.069875196,-0.35807678,-0.051805865,0.54172057,0.023786854,-0.34491476,-0.124026515,0.6232628,0.07918924,-0.17718826,0.18092434,0.3183982,-0.2269729,-0.075381614,-0.14788549,0.21016237,-0.1709192,-0.15193005,-0.19073181,-0.028778877,-0.5089641,-0.022211853,-0.73817605,0.37248373,-0.10976775,0.49885944,-0.55271465,-0.16522236,-0.1313442,0.07473222,0.9685811,-0.251174,0.3037921,0.23062181,-0.25514653
na61ff444636d4a939718f3d4b2f8028ab33,0.06173266,0.20976181,0.36124453,-0.46989155,-0.14290442,-0.06782227,-0.25968838,-0.44905525,-0.38324133,-0.760302,0.04198286,-0.71753997,-0.45580748,-0.13134156,-0.3529377,0.19340333,-0.058672443,-0.58719504,0.45408937,0.38579795,0.22689332,0.104426935,-0.35817522,0.20174994,0.116590545,0.22475567,-0.5244884,0.3288873,0.115068026,0.19183375,-0.38334927,-0.20187396,0.60612166,0.24914607,-0.06755911,-0.18657859,0.46154413,-0.07482539,-0.2520427,0.05168477,0.51832926,-0.10579207,-0.119099006,0.0052504186,0.4093498,-0.10432462,-0.24839549,-0.014633339,0.41076916,-0.1634928,-0.4518783,-0.78865594,0.34209076,-0.35298884,0.3442432,-0.500366,-0.27176374,-0.38532966,0.025526028,0.74709153,-0.23524578,0.3485192,0.42086503,-0.3252289
neem_oil,0.34478417,-0.3513784,0.13058083,0.08432813,-0.21697031,-0.001040428,-0.2264751,0.14304937,-0.1691533,-0.25350448,0.5643453,0.219892,-0.08218011,0.44474775,-0.008072688,0.35132638,-0.12218977,0.28247312,0.024502218,0.5132794,0.14753444,0.48074114,0.16071807,-0.21920498,0.009470467,0.38268024,-0.023193926,-0.21326469,0.08127936,-0.16607963,0.47025645,0.19076036,0.054837525,-0.22912382,-0.100079335,-0.72967315,0.09480395,-0.12747933,0.31580684,0.2192987,0.24328804,0.19895633,-0.14492463,-0.40344933,0.18623954,0.08320767,0.011583776,-0.021222543,0.13588645,0.42293248,0.38451037,-0.31420037,0.374829,0.52502704,0.2626241,0.24899472,0.04843042,-0.15260531,-0.04526804,0.1324862,-0.4455193,-0.052071884,-0.25184116,-0.14622207
Brown_Stink_Bug,0.26285157,-0.43969893,0.5748947,0.16696174,0.13724858,-0.040514283,0.30336308,0.0062938565,-0.4803084,0.09019786,0.1401536,0.07847537,-0.5019882,0.048233934,-0.0060002035,0.18946534,0.2902064,-0.27397773,0.06251622,0.5406442,0.24146684,0.17724015,0.68578655,-0.3169445,0.39166665,0.6915499,-0.21587324,-0.13338582,0.12799731,-0.4162827,-0.3258506,-0.20225665,0.08589481,0.015163251,-0.14616857,-0.56015974,0.44891,-0.18451947,0.25253725,-0.077414796,0.21500118,0.1666715,-0.13567363,-0.5124258,-0.0046499097,0.2337445,-0.029859964,-0.105791,-0.029308565,0.3016956,0.011385119,0.16868882,0.11889499,0.07657786,0.07812999,0.08151653,0.11734285,-0.16562252,0.0088444995,0.028396497,-0.043333676,0.0069183432,-0.47439057,0.34158924
daun,0.4185843,-0.25611773,0.31121027,0.17823592,0.30219162,-0.28755552,-0.055626106,0.01860321,-0.26544642,0.072947,0.09212718,-0.053951267,-0.11678512,0.14405422,0.09430186,0.4957177,-0.05667601,-0.067674145,-0.14387268,0.39592537,0.07144494,0.40499747,0.31163657,-0.2785878,0.0023996774,0.33764002,-0.067827955,0.049506344,0.13024111,-0.17135194,0.16085497,0.05626272,0.023165848,0.03742254,0.00043833634,-0.43103582,0.24333844,0.07380112,0.086032495,0.12327273,-0.09286898,0.12373729,0.26421434,-0.38285437,-0.057865605,-0.17085023,0.043880455,0.22538468,0.17192687,0.07975175,0.18381654,-0.15025614,0.12067393,0.1512001,0.28736266,0.16525242,0.29944345,-0.11362227,-0.23359852,-0.04302355,-0.35514647,0.12634675,-0.15930916,-0.17402112
ferrous_sulphate,0.11302285,-0.63561565,-0.013785931,0.23246631,0.53081834,0.15665056,0.021340385,-0.42771578,-0.195201,0.2806381,-0.16081473,0.29040575,-0.40815762,-0.015052522,0.08289154,0.6146369,-0.5446142,-0.14309864,0.18347855,-0.037409376,0.2035932,0.2929022,0.24366325,0.21331501,0.23348148,0.3221196,-0.11928127,0.4138589,-0.077155344,-0.44919282,0.19248131,-0.093920864,0.49694243,0.27232313,-0.3897111,-0.6320938,0.44294608,0.49890554,-0.13304728,-0.122635886,-0.019319596,0.15429679,0.3043439,-0.44048688,-0.43145218,-0.2655601,0.1991034,0.20087743,0.52038753,-0.08495695,0.29659888,-0.119401455,0.1295912,0.33137044,0.08495644,0.14683044,0.53994656,-0.16210945,-0.516848,0.018363185,-0.28554645,-0.03528736,-0.016906261,-0.42472222
Foot_and_Collar_Rot,0.08585107,-0.4272468,0.10440856,0.24792895,0.006358379,-0.36312008,0.22637948,0.35108355,-0.2508769,-0.13207166,0.15318272,-0.14172083,-0.25566563,-0.21259674,0.2001394,0.66468066,0.063035294,-0.108656734,-0.1299116,0.0821643,0.19491223,0.594955,0.44471303,-0.078591034,0.13684928,0.4169454,0.2009497,-0.08749804,0.16762705,-0.4455327,-0.23958299,0.02777132,0.08995608,-0.05481242,0.21355695,-0.3303848,0.13907522,0.41601497,0.2867134,-0.2205374,0.19647387,0.029927721,0.060132667,-0.14592531,0.075461045,-0.3556785,-0.3411802,0.09447258,-0.0038566354,0.33729288,0.076240964,-0.39896128,0.14085802,0.40394664,0.62195396,0.029472055,-0.08225568,-0.04633102,-0.57686275,-0.04055777,-0.34930548,-0.19684032,0.023008982,-0.13186857
drainase_baik,0.03420761,-0.35675323,0.12122633,0.32573673,0.6037115,0.017583499,-0.048281383,-0.4434615,-0.31651747,0.09566923,0.05573781,0.037443746,-0.37474325,-0.021326737,-0.021534743,0.487181,0.022947857,-0.17343004,0.13234998,-0.055022404,0.327512,0.7686535,0.28638947,-0.03727614,0.26016417,0.40398473,0.054470766,0.11625781,0.36850443,-0.34598252,0.3392396,-0.09319656,0.4546643,0.17174256,0.13897572,-0.21017164,0.15107507,0.54344654,0.049342595,0.0006157232,-0.10686093,0.09350422,0.33981335,-0.11421001,-0.106726766,-0.3069517,-0.09255419,0.099752896,0.087336205,0.38636437,0.046881624,-0.15943131,0.28083074,0.19489393,0.6581789,0.190444,0.38422287,-0.0788733,-0.6406015,-0.046049215,0.08323431,-0.067013346,-0.01667466,-0.19902787
Fruit_Molds,0.21634242,-0.56452686,0.31415927,-0.13873655,0.70583475,-0.3772235,0.48418957,0.487338,-0.18156675,-0.02087218,0.7244509,-0.018318439,-0.43357846,0.25636742,-0.05094891,0.28900996,0.18472904,-0.21916956,-0.12640986,0.10577464,0.30714488,0.50564516,0.22597829,-0.35501948,-0.013060274,0.64473164,-0.22109495,0.07804238,0.23479797,-0.25860205,0.03484563,-0.26573762,0.17412804,-0.37953904,-0.20632139,-0.45402342,0.13859703,0.1616111,-0.05462586,0.11476167,-0.20754756,-0.1578369,0.000971705,-0.34259087,-0.06688251,0.18067405,-0.41626567,-0.018248945,0.3854856,0.060918387,0.04851758,0.2424828,0.36893657,0.25388026,0.3588003,-0.34109476,0.16733903,0.14096451,0.030269412,-0.10809675,0.17383276,-0.107012436,-0.23121436,-0.041597743
penyiraman_tepat,0.21494476,-0.5888712,0.27654237,-0.065553784,0.6618867,-0.053862326,0.44784284,0.46028236,-0.34316602,0.14131664,0.75733733,-0.19287382,-0.5698023,0.16212903,-0.1793765,0.104798414,0.34333405,-0.19390856,-0.115823865,0.28162622,0.2335006,0.50771993,0.146773,-0.2877445,0.10929775,0.5709131,-0.25440523,0.03128442,-0.2311851,-0.50497884,0.010730188,-0.034460466,0.107534714,-0.53856164,-0.2408375,-0.47111884,0.051620647,0.11634371,0.07657711,0.010195892,0.08665251,-0.06501427,-0.13487372,-0.3551978,-0.11950902,0.11509068,-0.3385324,-0.22715802,0.66089207,-0.1807317,0.099060975,0.37594742,0.47831148,0.020807901,0.5468421,-0.22680838,-0.040604595,0.06755614,-0.1047937,-0.23866369,0.1554062,0.09885751,0.10166665,-0.08823978
biji,0.3300827,-0.5424443,-0.04297454,-0.06014042,0.18423198,-0.09834029,0.22701867,0.3277616,-0.4503169,0.101350635,0.25792047,0.12441239,-0.46853405,0.20962118,-0.112139046,0.1992197,0.2525067,-0.033975914,-0.25487807,0.20152743,0.42339617,0.37531292,0.3688649,-0.25549766,0.35153487,0.5262044,0.036605738,0.026860476,-0.008626738,-0.36909655,0.036158036,0.0871241,-0.089649215,-0.06310534,-0.19349793,-0.4803061,0.5695908,0.071650624,0.14665583,0.20745307,-0.17271484,0.08027947,-0.5145904,-0.30711555,-0.0005520459,0.31845626,-0.15026858,-0.27746853,0.1522779,0.2787133,-0.009494185,-0.053293113,0.21927941,0.06444627,0.68393284,0.17518616,0.13060337,-0.07951875,-0.20986563,0.20817064,0.24142806,-0.13717775,0.08457621,-0.42589933
spiroplasma_kunkelii,0.29345918,-0.07683327,0.6830211,0.17339216,0.3165233,-0.26584873,0.42627013,0.022975037,-0.08357285,-0.17513046,-0.19297792,-0.077667795,-0.1651509,-0.11395879,-0.13001393,0.835308,-0.1696909,0.20131092,-0.21594994,0.14650054,0.15038724,0.25944787,-0.023197453,-0.20579271,0.19379552,0.44332993,0.23606466,0.4474827,0.11784446,-0.07965992,0.009222634,-0.08439761,-0.14375108,-0.35608956,-0.06650571,-0.51007044,0.4281255,0.18203613,-0.33820716,0.35731718,0.28560078,0.25643837,0.34635043,-0.6343479,0.20560707,0.23944928,0.1636811,-0.51810044,0.30625626,0.31791347,-0.07405164,0.40517232,-0.05583938,0.3351982,0.40473065,0.16063133,-0.13352722,0.26930928,-0.28704968,-0.13441867,-0.34868562,0.10304079,-0.2676765,-0.37468255
na61ff444636d4a939718f3d4b2f8028ab8,-0.02101187,-0.07328731,0.023839595,0.12749048,0.23648925,0.15912984,-0.24264975,-0.5490908,-0.27701798,-0.7391535,0.51746166,-0.6988397,-0.2235811,-0.3784603,-0.029120196,0.40334985,0.008091703,-0.52632916,0.22812904,0.7097745,0.4352171,0.080004714,-0.58862746,0.1308835,-0.1612686,-0.12272871,-0.66733545,0.4053831,-0.10228126,0.25904542,-0.48125252,0.2826552,0.23728617,0.18498917,-0.17055751,-0.20560373,0.32901347,-0.1544068,0.11525882,0.12375878,0.32933605,-0.18745904,0.030981358,-0.13340552,0.32762584,0.13883579,0.25995505,-0.4093848,0.01201137,-0.4393522,-0.22196372,-0.6081835,0.07960999,-0.091931425,0.097143754,-0.6206624,0.1523817,0.041771255,0.017264334,0.6982126,0.098914966,-0.09300797,0.18096153,-0.335259
